"OldPath","NewPath","OldName","NewName"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD012_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_012_Patch.csv","ALXDDUSTD012_Patch.csv","COMP_DU_012_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD013_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_013_Patch.csv","ALXDDUSTD013_Patch.csv","COMP_DU_013_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD014_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_014_Patch.csv","ALXDDUSTD014_Patch.csv","COMP_DU_014_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD015_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_015_Patch.csv","ALXDDUSTD015_Patch.csv","COMP_DU_015_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD016_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_016_Patch.csv","ALXDDUSTD016_Patch.csv","COMP_DU_016_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD017_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_017_Patch.csv","ALXDDUSTD017_Patch.csv","COMP_DU_017_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD018_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_018_Patch.csv","ALXDDUSTD018_Patch.csv","COMP_DU_018_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD019_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_019_Patch.csv","ALXDDUSTD019_Patch.csv","COMP_DU_019_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD020_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_020_Patch.csv","ALXDDUSTD020_Patch.csv","COMP_DU_020_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD021_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_021_Patch.csv","ALXDDUSTD021_Patch.csv","COMP_DU_021_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD022_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_022_Patch.csv","ALXDDUSTD022_Patch.csv","COMP_DU_022_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD023_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_023_Patch.csv","ALXDDUSTD023_Patch.csv","COMP_DU_023_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD024_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_024_Patch.csv","ALXDDUSTD024_Patch.csv","COMP_DU_024_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD026_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_026_Patch.csv","ALXDDUSTD026_Patch.csv","COMP_DU_026_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD027_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_027_Patch.csv","ALXDDUSTD027_Patch.csv","COMP_DU_027_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD028_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_028_Patch.csv","ALXDDUSTD028_Patch.csv","COMP_DU_028_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD029_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_029_Patch.csv","ALXDDUSTD029_Patch.csv","COMP_DU_029_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD030_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_030_Patch.csv","ALXDDUSTD030_Patch.csv","COMP_DU_030_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD032_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_032_Patch.csv","ALXDDUSTD032_Patch.csv","COMP_DU_032_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD033_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_033_Patch.csv","ALXDDUSTD033_Patch.csv","COMP_DU_033_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD034_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_034_Patch.csv","ALXDDUSTD034_Patch.csv","COMP_DU_034_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD035_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_035_Patch.csv","ALXDDUSTD035_Patch.csv","COMP_DU_035_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD036_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_036_Patch.csv","ALXDDUSTD036_Patch.csv","COMP_DU_036_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD037_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_037_Patch.csv","ALXDDUSTD037_Patch.csv","COMP_DU_037_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD038_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_038_Patch.csv","ALXDDUSTD038_Patch.csv","COMP_DU_038_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD039_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_039_Patch.csv","ALXDDUSTD039_Patch.csv","COMP_DU_039_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD040_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_040_Patch.csv","ALXDDUSTD040_Patch.csv","COMP_DU_040_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD041_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_041_Patch.csv","ALXDDUSTD041_Patch.csv","COMP_DU_041_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD042_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_042_Patch.csv","ALXDDUSTD042_Patch.csv","COMP_DU_042_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD043_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_043_Patch.csv","ALXDDUSTD043_Patch.csv","COMP_DU_043_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD044_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_044_Patch.csv","ALXDDUSTD044_Patch.csv","COMP_DU_044_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD045_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_045_Patch.csv","ALXDDUSTD045_Patch.csv","COMP_DU_045_Patch.csv"
"C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\ALXDDUSTD046_Patch.csv","C:\Users\lovel\Desktop\scripts\hotfix-retriever\DU\COMP_DU_046_Patch.csv","ALXDDUSTD046_Patch.csv","COMP_DU_046_Patch.csv"
